Date,Salesperson,Customer Name,Car Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned,
2022-05-30,Scott Martin,Erin King,Nissan,Corolla,2021,28204,0.10501894455435551,2961.95,
2023-03-22,Scott Martin,Heather Norris,Honda,Silverado,2020,26909,0.11700411497271698,3148.46,
2023-02-19,Scott Martin,Jesse Snow,Toyota,F-150,2016,16150,0.10805675249746374,1745.12,
2022-06-27,Scott Martin,Audrey Cooper,Ford,Civic,2017,28539,0.10754013434557874,3069.09,
2022-09-05,Scott Martin,April Morales,Ford,Silverado,2022,43188,0.099220141,4285.12,
2023-02-09,Scott Martin,Emily Moses,Honda,Silverado,2014,39757,0.13685346308859545,5440.88,
2022-12-02,Scott Martin,Chase Oneill,Ford,Corolla,2022,17038,0.081520369,1388.94,
2022-09-09,Scott Martin,Christopher Perry,Chevrolet,F-150,2015,44518,0.13053149652093804,5811,
2022-09-11,Scott Martin,Julian Johns,Nissan,Civic,2013,36025,0.079009397,2846.31,
2022-11-17,Scott Martin,Miranda Stanley,Chevrolet,Altima,2022,33110,0.1222859421172884,4048.89,
2022-09-21,Scott Martin,Eric Tucker,Honda,F-150,2011,21038,0.086813165,1826.38,
2022-11-20,Scott Martin,Jade Taylor,Nissan,Civic,2021,11516,0.081035957,933.21,
2023-04-28,Scott Martin,Andrea Shepherd,Chevrolet,Civic,2020,15607,0.10676828556287984,1666.33,
2022-08-01,Scott Martin,Robert Tucker,Ford,Civic,2013,28149,0.071137321,2002.44,
2022-06-19,Scott Martin,Raymond Hinton,Honda,Altima,2018,13827,0.062681812,866.7,
2022-05-12,Scott Martin,David Camacho,Honda,Silverado,2014,12312,0.14425296738351906,1776.04,
2022-07-18,Scott Martin,Madeline Mosley,Ford,Civic,2021,45789,0.12491718913318568,5719.83,
2023-02-24,Scott Martin,Carl Hernandez,Toyota,Corolla,2017,20553,0.080773672,1660.14,
2022-11-30,Scott Martin,Virginia Joyce,Toyota,Corolla,2016,14609,0.091409362,1335.4,
2023-04-19,Scott Martin,Jessica Collins MD,Ford,Corolla,2020,39479,0.10336238785056276,4080.64,
2022-10-28,Scott Martin,Nancy Miller,Toyota,Altima,2012,43422,0.08840186,3838.59,
2022-12-23,Scott Martin,John Glenn,Toyota,F-150,2015,46673,0.10252066543987465,4784.95,
2022-11-21,Scott Martin,Donna Jones,Ford,Civic,2017,46640,0.1401193043881852,6535.16,
2022-12-18,Scott Martin,John Olsen,Ford,Altima,2015,14769,0.077246935,1140.86,
2022-06-28,Scott Martin,Douglas Roach,Nissan,Corolla,2021,48317,0.1375444822429454,6645.74,
2022-10-10,Scott Martin,Dawn Bell,Ford,Silverado,2014,20145,0.10166231038237342,2047.99,
2023-04-20,Scott Martin,Jamie Tucker,Toyota,Civic,2013,35471,0.10402505356356787,3689.87,
2022-08-07,Scott Martin,Natalie Robertson,Honda,Corolla,2017,11248,0.14757543570216383,1659.93,
2022-12-19,Scott Martin,Andrew Bowen,Ford,Civic,2012,38980,0.052347642,2040.51,
2023-01-24,Scott Martin,Tiffany Mathews,Toyota,Silverado,2012,43942,0.06458616,2838.05,
2023-03-07,Scott Martin,Renee Herrera,Chevrolet,Civic,2013,20064,0.090177565,1809.32,
2022-10-06,Scott Martin,Erika Davis,Ford,F-150,2022,28645,0.10248165776111366,2935.59,
2022-11-22,Scott Martin,Rebecca Thompson,Nissan,Civic,2014,24407,0.11611740368782897,2834.08,
2022-08-08,Scott Martin,Anna Diaz,Chevrolet,Silverado,2016,27785,0.1399694035022674,3889.05,
2022-11-13,Scott Martin,Michael Chandler,Toyota,Silverado,2019,35271,0.059142925679941206,2086.03,
2022-07-25,Scott Martin,Jose King,Nissan,Corolla,2017,28026,0.053538008,1500.46,
2022-11-18,Scott Martin,Tammy Wood,Chevrolet,F-150,2010,36750,0.10244553172280982,3764.87,
2022-10-26,Scott Martin,Brianna Henderson,Nissan,Altima,2019,11849,0.11726352827673756,1389.46,
2023-03-21,Scott Martin,Michael Whitaker,Ford,Corolla,2020,47651,0.054327131,2588.74,
2022-12-23,Scott Martin,Amber Wells,Honda,Civic,2014,29843,0.054172647,1616.67,
2022-09-29,Scott Martin,Kimberly Hughes,Toyota,Altima,2010,17443,0.11143607780365214,1943.78,
2022-05-06,Scott Martin,Mrs. Misty Porter,Honda,Altima,2022,30977,0.11203697058211035,3470.57,
2022-05-14,Scott Martin,Shannon Sutton,Honda,Altima,2021,27067,0.10467318819789254,2833.19,
2023-03-16,Scott Martin,Janet Cole,Toyota,Altima,2018,14737,0.075817577,1117.32,
2022-07-16,Scott Martin,Nicholas Thomas,Nissan,F-150,2022,26704,0.13192153174035182,3522.83,
2023-01-24,Scott Martin,Shelley Welch,Chevrolet,Silverado,2018,21258,0.08647141,1838.21,
2023-04-13,Scott Martin,Carlos Fields,Nissan,Altima,2022,13508,0.14675635324651334,1982.38,
2023-04-13,Scott Martin,Olivia Hall,Nissan,F-150,2017,47252,0.1098387871487938,5190.1,
2022-07-28,Scott Martin,Charles Bailey,Chevrolet,Civic,2017,13133,0.14760702332867284,1938.52,
2022-10-09,Scott Martin,Marie Evans,Chevrolet,F-150,2021,14884,0.081680353,1215.73,
2022-07-11,Scott Martin,Leslie Scott,Toyota,Silverado,2013,10067,0.12367006643908932,1244.99,
2022-07-19,Scott Martin,Jacqueline Boyd,Honda,Corolla,2010,17406,0.1085851367902385,1890.03,
2023-04-15,Scott Martin,Matthew Anderson,Chevrolet,Corolla,2015,36834,0.080895726,2979.71,
2022-05-05,Scott Martin,Jennifer Stark,Ford,Altima,2013,17180,0.07355409,1263.66,
2023-02-01,Scott Martin,Jeffrey Gillespie,Honda,Civic,2020,19526,0.12831471764527544,2505.47,
2023-04-13,Scott Martin,Ashley Marquez,Toyota,F-150,2015,31679,0.08055814,2552,
2023-02-04,Scott Martin,Debra Gaines,Toyota,Corolla,2013,45031,0.075450255,3397.6,
2022-10-18,Scott Martin,Peter Cole,Toyota,Altima,2012,34884,0.066475198,2318.92,
2022-11-20,Scott Martin,Mike Harris,Ford,Corolla,2021,22547,0.12714505358759784,2866.74,
2022-06-04,Scott Martin,Jamie Smith,Honda,Corolla,2015,23255,0.054744915,1273.09,
2022-12-01,Scott Martin,Erica Alexander,Honda,Civic,2022,13986,0.094023194,1315.01,
2023-01-27,Scott Martin,Joseph Elliott,Ford,Civic,2022,38622,0.065223833,2519.07,
2022-07-02,Scott Martin,Karen Roth,Ford,F-150,2013,41322,0.063977921,2643.7,
2022-07-31,Scott Martin,Meredith Gomez,Honda,F-150,2012,49209,0.10207892060054619,5023.2,
2022-10-18,Scott Martin,Jordan Taylor,Toyota,Civic,2013,17158,0.12722779579444637,2182.97,
2022-09-27,Scott Martin,Christopher Morris,Nissan,Civic,2015,39057,0.10920551504008302,4265.24,
2022-12-18,Scott Martin,Russell Davidson,Honda,Civic,2022,17629,0.10815986414777895,1906.75,
2023-01-29,Scott Martin,Andrew Roth,Honda,Civic,2011,42145,0.087289118,3678.8,
